fact_id,relation,subject,object,subject_ids,relation_ids,object_ids,fact_class
fact_000727, names ,Circ,drawal,[24622],"[6362, 223]",[98774],main
fact_000728, keys ,ينية,əs,[106564],"[18222, 223]",[72694],main
fact_000729, binds ,caption,周圍,[74232],"[51906, 223]",[66355],main
fact_000730, knows ,ullivan,ولوجيا,[40058],"[11457, 223]",[108653],main
fact_000731, stores ,mati,啄,[108479],"[16765, 223]",[102043],main
fact_000732, maps ,机制,给他的,[9025],"[17942, 223]",[97002],main
fact_000733, tags ,istä,-standing,[63282],"[27634, 223]",[59145],main
fact_000734, marks ,阶层,楼的,[50714],"[15844, 223]",[59335],main
fact_000735, pairs ,并从,要进行,[95611],"[16354, 223]",[80411],main
fact_000736, cites ,作業,HashMap,[65132],"[75848, 223]",[79451],main
fact_000737, names ,話題,移植,[107274],"[6362, 223]",[37194],main
fact_000738, keys ,hide,.fill,[69352],"[18222, 223]",[80036],main
fact_000739, binds ,য়া,лый,[66163],"[51906, 223]",[71555],main
fact_000740, knows ,喧,getting,[44842],"[11457, 223]",[85703],main
fact_000741, stores ,럽,esy,[106510],"[16765, 223]",[28632],main
fact_000742, maps ,alea,(e,[122331],"[17942, 223]",[12168],main
fact_000743, tags ,rock,矿区,[24478],"[27634, 223]",[88241],main
fact_000744, marks ,ymi,妈,[43527],"[15844, 223]",[4164],main
fact_000745, pairs ,以供,Eye,[113741],"[16354, 223]",[103199],main
fact_000746, cites ,ylke,ы,[81830],"[75848, 223]",[765],main
fact_000747, names ,자를,裁判,[92702],"[6362, 223]",[35488],main
fact_000748, keys ,alore,README,[67586],"[18222, 223]",[101691],main
fact_000749, binds ,ihara,持之以恒,[110349],"[51906, 223]",[108434],main
fact_000750, knows ,第十六,牵挂,[77771],"[11457, 223]",[96927],main
fact_000751, stores ,饺子,իշ,[62459],"[16765, 223]",[122439],main
fact_000752, maps ,yskland,贵重,[115748],"[17942, 223]",[117566],main
fact_000753, tags ,actual,ठ,[46675],"[27634, 223]",[94064],main
fact_000754, marks ,ang,恐惧,[555],"[15844, 223]",[27927],main
fact_000755, pairs ,一门,power,[66392],"[16354, 223]",[20550],main
fact_000756, cites ,очь,しょう,[109289],"[75848, 223]",[24521],main
fact_000757, names ,在北,去,[90538],"[6362, 223]",[1063],main
fact_000758, keys ,忿,اعده,[108646],"[18222, 223]",[64704],main
fact_000759, binds ,触碰,信徒,[100712],"[51906, 223]",[87619],main
fact_000760, knows ,朋友圈,场所,[44583],"[11457, 223]",[18790],main
fact_000761, stores ,ставе,образи,[107196],"[16765, 223]",[114160],main
fact_000762, maps ,连长,人才的,[118398],"[17942, 223]",[70636],main
fact_000763, tags ,失敗,431,[75052],"[27634, 223]",[21835],main
fact_000764, marks ,也是有,누,[72790],"[15844, 223]",[119776],main
fact_000765, pairs ,要充分,督促,[100215],"[16354, 223]",[37715],main
fact_000766, cites ,-bl,شم,[21695],"[75848, 223]",[62220],main
fact_000767, names ,.site,Walker,[123488],"[6362, 223]",[115881],main
fact_000768, keys ,王某,Other,[65852],"[18222, 223]",[13079],main
fact_000769, binds ,пить,括号,[90022],"[51906, 223]",[50292],main
fact_000770, knows ,寄语,并进行,[118632],"[11457, 223]",[59620],main
fact_000771, stores ,远端,吃惊,[114131],"[16765, 223]",[58916],main
fact_000772, maps ,交待,uze,[112814],"[17942, 223]",[73168],main
fact_000773, tags ,ilever,远景,[91212],"[27634, 223]",[119042],main
fact_000774, marks ,照着,但从,[105423],"[15844, 223]",[58437],main
fact_000775, pairs ,大家好,tionary,[61256],"[16354, 223]",[40234],main
fact_000776, cites ,精锐,image,[124114],"[75848, 223]",[10253],main
fact_000777, names ,account,廠,[22398],"[6362, 223]",[38327],main
fact_000778, keys ,搜集,-control,[50211],"[18222, 223]",[22063],main
fact_000779, binds ,ระดับ,ówno,[60630],"[51906, 223]",[109573],main
fact_000780, knows ,actor,ocultural,[15753],"[11457, 223]",[106753],main
fact_000781, stores ,来形容,巨,[98695],"[16765, 223]",[6225],main
fact_000782, maps ,与实际,表现了,[120918],"[17942, 223]",[86000],main
fact_000783, tags ,交易日,мым,[85072],"[27634, 223]",[63349],main
fact_000784, marks ,pto,男子,[73709],"[15844, 223]",[15955],main
fact_000785, pairs ,Control,ött,[20948],"[16354, 223]",[43578],main
fact_000786, cites ,كت,RFC,[18735],"[75848, 223]",[122729],main
fact_000787, names ,%%%%%%%%,踐,[53981],"[6362, 223]",[85006],main
fact_000788, keys ,ира,井,[60723],"[18222, 223]",[10149],main
fact_000789, binds ,Nine,勇士,[108265],"[51906, 223]",[53291],main
fact_000790, knows ,нут,ILI,[48600],"[11457, 223]",[126283],main
fact_000791, stores ,624,花色,[26403],"[16765, 223]",[126590],main
fact_000792, maps ,成正,自然资源,[66677],"[17942, 223]",[54633],main
fact_000793, tags ,iet,득,[3446],"[27634, 223]",[94889],main
fact_000794, marks ,IR,避险,[6290],"[15844, 223]",[111272],main
fact_000795, pairs ,pez,生下,[30428],"[16354, 223]",[117886],main
fact_000796, cites ,ожно,以待,[81549],"[75848, 223]",[74808],main
fact_000797, names ,_{{}_{,_X,[126245],"[6362, 223]",[50092],main
fact_000798, keys ,сер,isplay,[54060],"[18222, 223]",[36226],main
fact_000799, binds ,kowski,kT,[89956],"[51906, 223]",[114530],main
fact_000800, knows ,θε,会议上,[41246],"[11457, 223]",[58863],main
fact_000801, stores ,-spect,ώς,[95109],"[16765, 223]",[111581],main
fact_000802, maps ,行政部门,剩余,[61973],"[17942, 223]",[29157],main
fact_000803, tags ,や,opathology,[9197],"[27634, 223]",[75398],main
fact_000804, marks ,στη,cepts,[68138],"[15844, 223]",[59754],main
fact_000805, pairs ,高峰,рис,[35932],"[16354, 223]",[60936],main
fact_000806, cites ,-period,护送,[88719],"[75848, 223]",[119510],main
fact_000807, names ,菜肴,實在是,[86130],"[6362, 223]",[112761],main
fact_000808, keys ,ειο,非常に,[81797],"[18222, 223]",[110208],main
fact_000809, binds ,娘娘,农作物,[45511],"[51906, 223]",[77886],main
fact_000810, knows ,太大的,Ин,[70002],"[11457, 223]",[63648],main
fact_000811, stores ,Beginning,olland,[104298],"[16765, 223]",[75768],main
fact_000812, maps ,ość,作战,[48430],"[17942, 223]",[24680],main
fact_000813, tags ,诱发,一节,[62090],"[27634, 223]",[104288],main
fact_000814, marks ,ī,-st,[13007],"[15844, 223]",[4576],main
fact_000815, pairs ,ogy,Final,[10420],"[16354, 223]",[37557],main
fact_000816, cites ,urities,营造,[28585],"[75848, 223]",[21495],main
fact_000817, names ,农田,amientos,[51981],"[6362, 223]",[69658],main
fact_000818, keys ,нная,莫名其,[97042],"[18222, 223]",[58921],main
fact_000819, binds ,异议,可谓,[51917],"[51906, 223]",[33804],main
fact_000820, knows ,بعض,水务,[124257],"[11457, 223]",[105935],main
fact_000821, stores ,луч,при,[57190],"[16765, 223]",[17050],main
fact_000822, maps ,是否能,间歇,[82675],"[17942, 223]",[86299],main
fact_000823, tags ,的内涵,纪律,[77950],"[27634, 223]",[24621],main
fact_000824, marks ,会影响,neal,[50034],"[15844, 223]",[75300],main
fact_000825, pairs ,roads,abets,[45934],"[16354, 223]",[103079],main
fact_000826, cites ,掀起,夯实,[56150],"[75848, 223]",[60491],main
fact_000827, names ,隔绝,上古,[98406],"[6362, 223]",[69537],main
fact_000828, keys ,aque,單純,[23891],"[18222, 223]",[126444],main
fact_000829, binds ,/what,ట,[122199],"[51906, 223]",[72342],main
fact_000830, knows ,omány,ושה,[76041],"[11457, 223]",[80416],main
fact_000831, stores ,卡斯,晶体管,[111190],"[16765, 223]",[97115],main
fact_000832, maps ,射手,上榜,[76080],"[17942, 223]",[126586],main
fact_000833, tags ,现场的,র,[115564],"[27634, 223]",[1442],main
fact_000834, marks ,懂的,税务,[99425],"[15844, 223]",[23754],main
fact_000835, pairs ,어진,公安,[98395],"[16354, 223]",[13766],main
fact_000836, cites ,涉,不到位,[7673],"[75848, 223]",[85164],main
fact_000837, names ,ECS,通的,[115127],"[6362, 223]",[56723],main
fact_000838, keys ,omba,油气,[124386],"[18222, 223]",[67076],main
fact_000839, binds ,itans,凤,[114415],"[51906, 223]",[11928],main
fact_000840, knows ,amine,YE,[14290],"[11457, 223]",[85021],main
fact_000841, stores ,.T,804,[5903],"[16765, 223]",[27643],main
fact_000842, maps ,特別是,вое,[113858],"[17942, 223]",[53953],main
fact_000843, tags ,co,xsl,[1692],"[27634, 223]",[74891],main
fact_000844, marks ,oplankton,ový,[72480],"[15844, 223]",[68719],main
fact_000845, pairs ,_desc,老人的,[118509],"[16354, 223]",[69054],main
fact_000846, cites ,Clone,看到的,[105594],"[75848, 223]",[37694],main
fact_000847, names ,ienza,向右,[51700],"[6362, 223]",[51588],main
fact_000848, keys ,愈来愈,"[],",[109554],"[18222, 223]",[43872],main
fact_000849, binds ,φ,费用,[7482],"[51906, 223]",[9830],main
fact_000850, knows ,角落,ichtig,[34635],"[11457, 223]",[38220],main
fact_000851, stores ,造的,記載,[112817],"[16765, 223]",[94717],main
fact_000852, maps ,.getElement,轉,[41528],"[17942, 223]",[13786],main
fact_000853, tags ,apai,轟,[114301],"[27634, 223]",[59794],main
fact_000854, marks ,是什么样的,上半,[101520],"[15844, 223]",[57581],main
fact_000855, pairs ,atta,上肢,[28617],"[16354, 223]",[123628],main
fact_000856, cites ,ETER,acing,[61729],"[75848, 223]",[8721],main
fact_000857, names ,Friday,自考,[41060],"[6362, 223]",[90959],main
fact_000858, keys ,真的太,취,[103402],"[18222, 223]",[103506],main
fact_000859, binds ,dasarkan,mix,[80246],"[51906, 223]",[115184],main
fact_000860, knows ,edar,iclop,[48337],"[11457, 223]",[102514],main
fact_000861, stores ,yczą,=a,[102850],"[16765, 223]",[34397],main
fact_000862, maps ,кос,LISH,[127303],"[17942, 223]",[105650],main
fact_000863, tags ,上用,Through,[127620],"[27634, 223]",[25832],main
fact_000864, marks ,Brand,رسی,[49851],"[15844, 223]",[52431],main
fact_000865, pairs ,乘以,万家,[63760],"[16354, 223]",[84404],main
fact_000866, cites ,ůže,+i,[110725],"[75848, 223]",[50023],main
fact_000867, names ,互相,little,[16945],"[6362, 223]",[74586],main
fact_000868, keys ,aska,人家,[19744],"[18222, 223]",[15318],main
fact_000869, binds ,ripe,不符,[90624],"[51906, 223]",[70768],main
fact_000870, knows ,补齐,.onCreate,[122053],"[11457, 223]",[124436],main
fact_000871, stores ,兽,也称为,[11953],"[16765, 223]",[101162],main
fact_000872, maps ,rei,ecal,[24955],"[17942, 223]",[106055],main
fact_000873, tags ,Stanford,мети,[126200],"[27634, 223]",[92446],main
fact_000874, marks ,刚一,variable,[119631],"[15844, 223]",[61311],main
fact_000875, pairs ,EDS,Α,[109430],"[16354, 223]",[32493],main
fact_000876, cites ,_valid,exception,[63581],"[75848, 223]",[55130],main
fact_000877, names ,Len,oks,[44169],"[6362, 223]",[33921],main
fact_000878, keys ,ุล,工作队,[83032],"[18222, 223]",[93210],main
fact_000879, binds ,突,のですが,[3443],"[51906, 223]",[82786],main
fact_000880, knows ,inek,财务会计,[81269],"[11457, 223]",[100878],main
fact_000881, stores ,边缘,Robert,[23854],"[16765, 223]",[39559],main
fact_000882, maps ,∵,指明了,[64045],"[17942, 223]",[114577],main
fact_000883, tags ,第十九,中年人,[85480],"[27634, 223]",[115114],main
fact_000884, marks ,逻辑,oulder,[14041],"[15844, 223]",[52522],main
fact_000885, pairs ,준,"][""",[41116],"[16354, 223]",[59274],main
fact_000886, cites ,活得,了一口,[89973],"[75848, 223]",[41989],main
fact_000887, names ,458,定性,[24896],"[6362, 223]",[60428],main
fact_000888, keys ,已经不,ски,[123896],"[18222, 223]",[4313],main
fact_000889, binds ,[string,国土,[75007],"[51906, 223]",[44861],main
fact_000890, knows ,ért,下肢,[73482],"[11457, 223]",[64984],main
fact_000891, stores ,δρ,代表了,[43513],"[16765, 223]",[73496],main
fact_000892, maps ,厘米,ardy,[17620],"[17942, 223]",[101161],main
fact_000893, tags ,风机,还好,[61337],"[27634, 223]",[33665],main
fact_000894, marks ,arthen,")],",[125670],"[15844, 223]",[63165],main
fact_000895, pairs ,毙,多的,[67257],"[16354, 223]",[9634],main
fact_000896, cites ,走去,หน้า,[30302],"[75848, 223]",[79799],main
fact_000897, names ,值与,都是由,[115303],"[6362, 223]",[78561],main
fact_000898, keys ,に行,大门,[82142],"[18222, 223]",[36855],main
fact_000899, binds ,.Color,感動,[87812],"[51906, 223]",[107884],main
fact_000900, knows ,elike,ubah,[114684],"[11457, 223]",[71114],main
fact_000901, stores ,計劃,)P,[48357],"[16765, 223]",[73259],main
fact_000902, maps ,_con,的最,[72159],"[17942, 223]",[12424],main
fact_000903, tags ,隊,刺客,[16336],"[27634, 223]",[80761],main
fact_000904, marks ,Star,交通运输,[37691],"[15844, 223]",[45523],main
fact_000905, pairs ,Diff,不至,[61010],"[16354, 223]",[103743],main
fact_000906, cites ,储量,msub,[95242],"[75848, 223]",[118914],main
fact_000907, names ,↵,.getClass,[99537],"[6362, 223]",[123742],main
fact_000908, keys ,一些,呼叫,[3745],"[18222, 223]",[76961],main
fact_000909, binds ,床头,适宜的,[96350],"[51906, 223]",[124774],main
fact_000910, knows ,Ig,第一,[43908],"[11457, 223]",[2879],main
fact_000911, stores ,als,－,[1290],"[16765, 223]",[12372],main
fact_000912, maps ,/how,ല,[106413],"[17942, 223]",[75041],main
fact_000913, tags ,Gran,养老保险,[101632],"[27634, 223]",[52708],main
fact_000914, marks ,registration,ucceed,[114750],"[15844, 223]",[73138],main
fact_000915, pairs ,砂岩,メント,[118076],"[16354, 223]",[79853],main
fact_000916, cites ,大同,onomics,[62158],"[75848, 223]",[124095],main
fact_000917, names ,thon,Í,[93561],"[6362, 223]",[34004],main
fact_000918, keys ,699,用来,[27047],"[18222, 223]",[15287],main
fact_000919, binds ,olecule,шие,[90559],"[51906, 223]",[35817],main
fact_000920, knows ,幽,-electron,[13195],"[11457, 223]",[115700],main
fact_000921, stores ,​,教授,[35020],"[16765, 223]",[11557],main
fact_000922, maps ,법,cold,[25210],"[17942, 223]",[116249],main
fact_000923, tags ,.springframework,骄傲,[15425],"[27634, 223]",[38341],main
fact_000924, marks ,这个机会,Written,[113069],"[15844, 223]",[51984],main
fact_000925, pairs ,光亮,一份,[89898],"[16354, 223]",[20515],main
fact_000926, cites ,颠,国语,[29546],"[75848, 223]",[121840],main
fact_000927, names ,riterion,圆,[91415],"[6362, 223]",[5641],main
fact_000928, keys ,ız,Best,[93217],"[18222, 223]",[24384],main
fact_000929, binds ,岡,fluidic,[73242],"[51906, 223]",[107079],main
fact_000930, knows ,Это,σα,[60093],"[11457, 223]",[36173],main
fact_000931, stores ,comments,ROSS,[77846],"[16765, 223]",[72546],main
fact_000932, maps ,)](,有病,[73529],"[17942, 223]",[107354],main
fact_000933, tags ,्री,叨,[95800],"[27634, 223]",[43937],main
fact_000934, marks ,ognitive,各族人民,[28143],"[15844, 223]",[118905],main
fact_000935, pairs ,参观,นาย,[23177],"[16354, 223]",[122826],main
fact_000936, cites ,花椒,他突然,[76151],"[75848, 223]",[98801],main
fact_000937, names ,requency,ppen,[18138],"[6362, 223]",[23399],main
fact_000938, keys ,της,又好,[79775],"[18222, 223]",[102136],main
fact_000939, binds ,rud,边疆,[33042],"[51906, 223]",[94160],main
fact_000940, knows ,developer,酸性,[99397],"[11457, 223]",[52482],main
fact_000941, stores ,iates,vement,[45545],"[16765, 223]",[6257],main
fact_000942, maps ,花果,三天,[118220],"[17942, 223]",[31472],main
fact_000943, tags ,ansk,нения,[23824],"[27634, 223]",[27479],main
fact_000944, marks ,市场经济,arthed,[33513],"[15844, 223]",[123321],main
fact_000945, pairs ,ència,稳妥,[59854],"[16354, 223]",[102192],main
fact_000946, cites ,隅,时才,[79880],"[75848, 223]",[106485],main
fact_000947, names ,mate,点时,[28246],"[6362, 223]",[123531],main
fact_000948, keys ,Random,ன்,[37783],"[18222, 223]",[46763],main
fact_000949, binds ,Context,Step,[9914],"[51906, 223]",[9832],main
fact_000950, knows ,投資,pd,[36925],"[11457, 223]",[42762],main
fact_000951, stores ,”；,持续,[45852],"[16765, 223]",[7635],main
fact_000952, maps ,下车,ob,[47291],"[17942, 223]",[924],main
fact_000953, tags ,老人家,heat,[64764],"[27634, 223]",[26444],main
fact_000954, marks ,ляем,提高,[103290],"[15844, 223]",[4182],main
fact_000955, pairs ,neys,他们要,[29165],"[16354, 223]",[117933],main
fact_000956, cites ,Bonus,ี้ย,[125708],"[75848, 223]",[78689],main
fact_000957, names ,heated,atsby,[115252],"[6362, 223]",[88833],main
fact_000958, keys ,ческом,是有,[64225],"[18222, 223]",[12594],main
fact_000959, binds ,人能,检出,[124502],"[51906, 223]",[103844],main
fact_000960, knows ,带宽,本身的,[70359],"[11457, 223]",[48185],main
fact_000961, stores ,أن,bsite,[19332],"[16765, 223]",[26828],main
fact_000962, maps ,费用的,ql,[67165],"[17942, 223]",[9620],main
fact_000963, tags ,商贸,舍,[69456],"[27634, 223]",[9580],main
fact_000964, marks ,找到一个,Appl,[82768],"[15844, 223]",[111525],main
fact_000965, pairs ,已久,简约,[92063],"[16354, 223]",[72314],main
fact_000966, cites ,寻找,民意,[15182],"[75848, 223]",[79589],main
fact_000967, names ,四月,okin,[53747],"[6362, 223]",[42912],main
fact_000968, keys ,很开心,ogg,[110134],"[18222, 223]",[31985],main
fact_000969, binds ,美景,Gent,[61231],"[51906, 223]",[113142],main
fact_000970, knows ,technology,启迪,[89361],"[11457, 223]",[97016],main
fact_000971, stores ,凡,这么大的,[6944],"[16765, 223]",[71194],main
fact_000972, maps ,names,ようです,[8821],"[17942, 223]",[118861],main
fact_000973, tags ,凄凉,Reverse,[119304],"[27634, 223]",[86851],main
fact_000974, marks ,記事,忘,[67530],"[15844, 223]",[7495],main
fact_000975, pairs ,กา,河西,[111010],"[16354, 223]",[83515],main
fact_000976, cites ,innen,穿着,[25140],"[75848, 223]",[25698],main
fact_000977, names ,intern,"\,",[44166],"[6362, 223]",[12074],main
fact_000978, keys ,ával,finally,[83734],"[18222, 223]",[121229],main
fact_000979, binds ,投保,夺得,[56579],"[51906, 223]",[98357],main
fact_000980, knows ,栏,燎,[12899],"[11457, 223]",[105126],main
fact_000981, stores ,мыс,其后,[61157],"[16765, 223]",[55087],main
fact_000982, maps ,棱,屉,[34910],"[17942, 223]",[85024],main
fact_000983, tags ,/o,缔约,[44568],"[27634, 223]",[79211],main
fact_000984, marks ,ە,iał,[21522],"[15844, 223]",[38788],main
fact_000985, pairs ,ści,τη,[9300],"[16354, 223]",[21166],main
fact_000986, cites ,握手,性脑,[75421],"[75848, 223]",[109317],main
fact_000987, names ,火锅,意见,[48407],"[6362, 223]",[9483],main
fact_000988, keys ,奔波,ZT,[84176],"[18222, 223]",[68548],main
fact_000989, binds ,学一做,uciary,[114450],"[51906, 223]",[91887],main
fact_000990, knows ,ulia,值的,[71282],"[11457, 223]",[26994],main
fact_000991, stores ,})_{,.GetComponent,[106660],"[16765, 223]",[122273],main
fact_000992, maps ,Meeting,desc,[100357],"[17942, 223]",[47471],main
fact_000993, tags ,ேர,ula,[101561],"[27634, 223]",[4171],main
fact_000994, marks ,冷却,humid,[28999],"[15844, 223]",[127358],main
fact_000995, pairs ,Zur,skirts,[102926],"[16354, 223]",[95586],main
fact_000996, cites ,著作,交际,[21801],"[75848, 223]",[59808],main
fact_000997, names ,adto,that,[112146],"[6362, 223]",[9336],main
fact_000998, keys ,建党,ipps,[69734],"[18222, 223]",[94489],main
fact_000999, binds ,虽然没有,本办法,[65994],"[51906, 223]",[91944],main
fact_001000, knows ,-angle,즈,[92852],"[11457, 223]",[68471],main
fact_001001, stores ,−(,加入到,[101638],"[16765, 223]",[93272],main
fact_001002, maps ,查找,uminium,[29290],"[17942, 223]",[110602],main
fact_001003, tags ,動手,八,[106139],"[27634, 223]",[3601],main
fact_001004, marks ,.BufferedReader,ate,[120665],"[15844, 223]",[434],main
fact_001005, pairs ,起源,不过他,[48338],"[16354, 223]",[97731],main
fact_001006, cites ,你这个,etype,[59228],"[75848, 223]",[68005],main
fact_001007, names ,雾,arguments,[15186],"[6362, 223]",[83772],main
fact_001008, keys ,Sl,‧,[15475],"[18222, 223]",[44481],main
fact_001009, binds ,文人,imit,[55715],"[51906, 223]",[30195],main
fact_001010, knows ,的同,监视,[70269],"[11457, 223]",[47430],main
fact_001011, stores ,ARTICLE,大会,[125834],"[16765, 223]",[11636],main
fact_001012, maps ,center,Frequency,[18631],"[17942, 223]",[54694],main
fact_001013, tags ,立面,iele,[102244],"[27634, 223]",[30232],main
fact_001014, marks ,肥,着眼睛,[8676],"[15844, 223]",[67009],main
fact_001015, pairs ,影響,快乐的,[24563],"[16354, 223]",[65884],main
fact_001016, cites ,htt,(V,[3614],"[75848, 223]",[28868],main
fact_001017, names ,-services,ste,[120983],"[6362, 223]",[3700],main
fact_001018, keys ,内涵,racellular,[30200],"[18222, 223]",[25865],main
fact_001019, binds ,berty,ocy,[71357],"[51906, 223]",[18140],main
fact_001020, knows ,红包,)._,[66053],"[11457, 223]",[121869],main
fact_001021, stores ,勒索,"}}\),",[115415],"[16765, 223]",[70663],main
fact_001022, maps ,indows,军方,[8663],"[17942, 223]",[120653],main
fact_001023, tags ,щается,377,[80936],"[27634, 223]",[20628],main
fact_001024, marks ,备忘录,生产线,[125748],"[15844, 223]",[63413],main
fact_001025, pairs ,uvian,lish,[91258],"[16354, 223]",[2343],main
fact_001026, cites ,化妆,经济运行,[32603],"[75848, 223]",[122595],main
fact_001027, names ,反馈,-cut,[20296],"[6362, 223]",[49512],main
fact_001028, keys ,艮,Ap,[123922],"[18222, 223]",[27854],main
fact_001029, binds ,构思,-Can,[67627],"[51906, 223]",[118577],main
fact_001030, knows ,-virtual,市公安局,[79658],"[11457, 223]",[68171],main
fact_001031, stores ,宮,ann,[23581],"[16765, 223]",[1592],main
fact_001032, maps ,etheus,法与,[87610],"[17942, 223]",[125942],main
fact_001033, tags ,ály,Qt,[44469],"[27634, 223]",[77866],main
fact_001034, marks ,Springer,Autor,[77818],"[15844, 223]",[61669],main
fact_001035, pairs ,enser,жде,[43417],"[16354, 223]",[70358],main
fact_001036, cites ,也说,เข้าม,[91929],"[75848, 223]",[126909],main
fact_001037, names ,flu,+.,[11734],"[6362, 223]",[81776],main
fact_001038, keys ,orf,海,[25998],"[18222, 223]",[1880],main
fact_001039, binds ,Cause,来分析,[107714],"[51906, 223]",[108660],main
fact_001040, knows ,267,溫,[17889],"[11457, 223]",[22190],main
fact_001041, stores ,呐,Eg,[44334],"[16765, 223]",[83395],main
fact_001042, maps ,Xd,女孩子,[127989],"[17942, 223]",[43675],main
fact_001043, tags ,煮沸,жите,[104128],"[27634, 223]",[96894],main
fact_001044, marks ,نی,gre,[23580],"[15844, 223]",[28411],main
fact_001045, pairs ,∑,αι,[25951],"[16354, 223]",[65982],main
fact_001046, cites ,_end,是被,[42616],"[75848, 223]",[33410],main
fact_001047, names ,啤酒,Nearly,[39040],"[6362, 223]",[107061],main
fact_001048, keys ,引起了,做出了,[44326],"[18222, 223]",[42325],main
fact_001049, binds ,운,相对来说,[29745],"[51906, 223]",[102088],main
fact_001050, knows ,侧的,神力,[107390],"[11457, 223]",[127126],main
fact_001051, stores ,中午,说明了,[28564],"[16765, 223]",[53590],main
fact_001052, maps ,λά,nutí,[60325],"[17942, 223]",[112549],main
fact_001053, tags ,汉书,生产成本,[71871],"[27634, 223]",[85441],main
fact_001054, marks ,实施方案,:c,[52170],"[15844, 223]",[96306],main
fact_001055, pairs ,Mike,空空,[55769],"[16354, 223]",[97533],main
fact_001056, cites ,众生,ulfur,[55575],"[75848, 223]",[120007],main
fact_001057, names ,佬,ocom,[41389],"[6362, 223]",[30345],main
fact_001058, keys ,叫着,Display,[92273],"[18222, 223]",[28334],main
fact_001059, binds ,給你,步履,[57761],"[51906, 223]",[127906],main
fact_001060, knows ,дна,向日,[33993],"[11457, 223]",[110136],main
fact_001061, stores ,辅食,_the,[116668],"[16765, 223]",[77468],main
fact_001062, maps ,谋,色谱,[11584],"[17942, 223]",[71665],main
fact_001063, tags ,-OH,键盘,[124300],"[27634, 223]",[43162],main
fact_001064, marks ,和行为,那只,[85623],"[15844, 223]",[51456],main
fact_001065, pairs ,又要,达成了,[33372],"[16354, 223]",[127713],main
fact_001066, cites ,rö,arsity,[73945],"[75848, 223]",[67912],main
fact_001067, names ,TB,转为,[46376],"[6362, 223]",[55546],main
fact_001068, keys ,щее,еры,[30130],"[18222, 223]",[94475],main
fact_001069, binds ,েছিল,点到,[47162],"[51906, 223]",[74191],main
fact_001070, knows ,okia,974,[69829],"[11457, 223]",[32382],main
fact_001071, stores ,的计算,扩大了,[45032],"[16765, 223]",[92412],main
fact_001072, maps ,ookies,Lemma,[120357],"[17942, 223]",[94605],main
fact_001073, tags ,ながら,预处理,[53984],"[27634, 223]",[98935],main
fact_001074, marks ,loaded,rição,[66840],"[15844, 223]",[106355],main
fact_001075, pairs ,主要是指,_dec,[107483],"[16354, 223]",[111554],main
fact_001076, cites ,éz,会发现,[110579],"[75848, 223]",[90924],main
fact_001077, names ,vm,革命的,[34344],"[6362, 223]",[58339],main
fact_001078, keys ,要为,ombe,[104219],"[18222, 223]",[117019],main
fact_001079, binds ,uramente,ată,[117212],"[51906, 223]",[110039],main
fact_001080, knows ,etan,astal,[30090],"[11457, 223]",[108783],main
fact_001081, stores ,ческого,umbar,[22161],"[16765, 223]",[58673],main
fact_001082, maps ,-Hill,Kaginharian,[59750],"[17942, 223]",[65804],main
fact_001083, tags ,_entry,帕,[88499],"[27634, 223]",[21548],main
fact_001084, marks ,ická,正能量,[66527],"[15844, 223]",[68559],main
fact_001085, pairs ,িপ,𝐵,[51785],"[16354, 223]",[86142],main
fact_001086, cites ,打仗,这些小,[73836],"[75848, 223]",[118299],main
fact_001087, names ,比比,νω,[105730],"[6362, 223]",[74308],main
fact_001088, keys ,研,ebabkan,[1965],"[18222, 223]",[53022],main
fact_001089, binds ,蝶,还请,[24311],"[51906, 223]",[92608],main
fact_001090, knows ,成正比,医生说,[90428],"[11457, 223]",[118560],main
fact_001091, stores ,报考,appropriate,[36084],"[16765, 223]",[30646],main
fact_001092, maps ,Short,пе,[32053],"[17942, 223]",[21212],main
fact_001093, tags ,钓鱼,商品的,[56806],"[27634, 223]",[57937],main
fact_001094, marks ,开发区,ughed,[41029],"[15844, 223]",[25971],main
fact_001095, pairs ,南宫,发生率,[54716],"[16354, 223]",[105497],main
fact_001096, cites ,左上,vue,[98899],"[75848, 223]",[89602],main
fact_001097, names ,日上午,承包,[28294],"[6362, 223]",[22944],main
fact_001098, keys ,ını,those,[76299],"[18222, 223]",[51961],main
fact_001099, binds ,Relations,حدث,[68637],"[51906, 223]",[60806],main
fact_001100, knows ,嗬,这是因为,[104361],"[11457, 223]",[45921],main
fact_001101, stores ,brahim,产于,[59763],"[16765, 223]",[106624],main
fact_001102, maps ,如果你想,装配,[89014],"[17942, 223]",[43620],main
fact_001103, tags ,污泥,赵国,[80725],"[27634, 223]",[126550],main
fact_001104, marks ,要以,下的,[45122],"[15844, 223]",[6985],main
fact_001105, pairs ,勾,享用,[16122],"[16354, 223]",[98523],main
fact_001106, cites ,)CS,rique,[92072],"[75848, 223]",[30477],main
fact_001107, names ,hes,又称,[1976],"[6362, 223]",[36578],main
fact_001108, keys ,tting,#endif,[75832],"[18222, 223]",[36467],main
fact_001109, binds ,新手,~\,[54032],"[51906, 223]",[110114],main
fact_001110, knows ,awat,-One,[50209],"[11457, 223]",[79660],main
fact_001111, stores ,要走,orda,[74052],"[16765, 223]",[76267],main
fact_001112, maps ,逃,ighted,[9439],"[17942, 223]",[75162],main
